step,loss
0,2.296412
5,2.1780005
10,2.0032575
15,1.8904462
20,1.6431743
25,1.3572578
30,1.2918528
35,1.2963821
40,1.1770895
45,0.9200034
50,0.944385
55,1.2104237
60,0.98869175
65,0.9162524
70,1.1524172
75,1.084565
80,0.98650706
85,0.9089111
90,1.0370184
95,0.7199384
100,1.0721862
105,0.9743968
110,0.87314385
115,1.0582123
120,1.0954548
125,0.8360198
130,1.00756
135,0.8382626
140,0.8816994
145,0.8226162
150,0.7260932
155,0.84870875
160,0.8829029
165,0.8243048
170,0.987103
175,0.8507482
180,0.77661777
185,0.8020573
190,0.91588587
195,0.9043475
200,0.7404004
205,0.79647684
210,1.0036004
215,0.6938232
220,0.76277757
225,1.1416891
230,0.8816968
235,0.8544707
240,0.9215686
245,0.72859883
250,0.6899935
255,0.81741524
260,0.752805
265,0.9264246
270,0.81192786
275,0.8305502
280,0.8442507
285,0.81946784
290,0.8677685
295,0.85055584
300,0.8540465
305,0.560724
310,0.5103952
315,0.9222494
320,0.80466896
325,0.7048458
330,0.77842253
335,0.7543425
340,0.73397434
345,0.7986237
350,0.62617505
355,0.80136395
360,0.7976001
365,0.65078557
370,0.6395026
375,0.6279769
380,0.77552986
385,0.6944845
390,0.8124636
395,0.6877567
400,0.77102995
405,0.9071069
410,0.7643305
415,0.752265
420,0.6567567
425,0.83185804
430,0.66367185
435,0.6804725
440,0.648201
445,0.7317614
450,0.61377233
455,0.8853991
460,0.7966193
465,0.9183376
470,0.70936483
475,0.72197455
480,0.7211131
485,0.6542366
490,0.8270297
495,0.656312
500,0.6529449
505,0.7661251
510,0.78555465
515,0.8173249
520,0.76370966
525,0.7757253
530,0.78897285
535,0.7893132
540,0.680032
545,0.74786377
550,0.6477113
555,0.84242207
560,0.7678266
565,0.879092
570,0.65104294
575,0.72038084
580,0.6057731
585,0.77108157
590,0.814361
595,0.7008982
600,0.7439418
605,0.59109104
610,0.6583212
615,0.77790743
620,0.8545803
625,0.6286836
630,0.77144265
635,0.8618364
640,0.6256823
645,0.7464116
650,0.5291045
655,0.88974464
660,0.7340255
665,0.7674118
670,0.65708077
675,0.70811284
680,0.6090993
685,0.5963139
690,0.7367648
695,0.970889
700,0.8175819
705,0.6875097
710,0.86275375
715,0.6929946
720,0.71984875
725,0.73063946
730,0.6173512
735,0.5706635
740,0.84153533
745,0.7090107
750,0.72254133
755,0.8347513
760,0.6683253
765,0.88705564
770,0.62159956
775,0.65875334
780,0.5999899
785,0.69499123
790,0.7530134
795,0.60470665
800,0.77462876
805,0.79634565
810,0.8749354
815,0.64210117
820,0.65833974
825,0.58152485
830,0.69914323
835,0.6950836
840,0.6543189
845,0.49851897
850,0.7985656
855,0.68776834
860,0.6884008
865,0.68826616
870,0.6942186
875,0.8040488
880,0.6539898
885,0.81635594
890,0.73414534
895,0.5589024
900,0.58629286
905,0.7577339
910,0.5256634
915,0.7071718
920,0.8003323
925,0.9652481
930,0.8329003
935,0.8135774
940,0.76028335
945,0.54405266
950,0.7649512
955,0.77901995
960,0.73829496
965,0.7445704
970,0.76462066
975,0.7428581
980,0.6541625
985,0.6397921
990,0.5680844
995,0.67447495
1000,0.7631679
1005,0.5432341
1010,0.5958757
1015,0.79723287
1020,0.7181927
1025,0.713776
1030,0.7749027
1035,0.6812973
1040,0.6594043
1045,0.6545345
1050,0.74590886
1055,0.70738703
1060,0.80514073
1065,0.71221244
1070,0.78550303
1075,0.5301633
1080,0.61753684
1085,0.78112054
1090,0.7121136
1095,0.8326567
1100,0.8340041
1105,0.7071206
1110,0.79679734
1115,0.7454612
1120,0.7273865
1125,0.5076213
1130,0.7971918
1135,0.7362548
1140,0.86837095
1145,0.54875135
1150,0.67639476
1155,0.63137525
1160,0.98656523
1165,0.7455095
1170,0.7384881
1175,0.6872862
1180,0.82932013
1185,0.6074805
1190,0.88245445
1195,0.8210222
1200,0.90148777
1205,0.67574275
1210,0.63414943
1215,0.73909247
1220,0.75977695
1225,0.762787
1230,0.77038515
1235,0.58440846
1240,0.74650085
1245,0.57456
1250,0.6574049
1255,0.47115242
1260,0.70894265
1265,0.709288
1270,0.6560437
1275,0.70390284
1280,0.5048914
1285,0.69064426
1290,0.58410764
1295,0.6147255
1300,0.54091144
1305,0.7123437
1310,0.60043395
1315,0.7282065
1320,0.5964472
1325,0.6136862
1330,0.54503316
1335,0.48837095
1340,0.7050513
1345,0.74946445
1350,0.79370284
1355,0.75912935
1360,0.5456549
1365,0.5964757
1370,0.7056272
1375,0.6845687
1380,0.5960635
1385,0.5603889
1390,0.5604732
1395,0.62826145
1400,0.70393765
1405,0.745041
1410,0.702567
1415,0.6302099
1420,0.6365075
1425,0.8928167
1430,0.81051785
1435,0.72150207
1440,0.6664272
1445,0.9047809
1450,0.5950823
1455,0.6673463
1460,0.6317795
1465,0.75610816
1470,0.7026204
1475,0.5943893
1480,0.79224443
1485,0.5086063
1490,0.5962063
1495,0.6907915
1500,0.65424734
1505,0.5995557
1510,0.6502265
1515,0.4726647
1520,0.48907083
1525,0.7021405
1530,0.8459151
1535,0.6058775
1540,0.79197806
1545,0.793549
1550,0.7053255
1555,0.59581023
1560,0.84818524
1565,0.7299375
1570,0.84946513
1575,0.6517277
1580,0.75851977
1585,0.47016925
1590,0.8149928
1595,0.75785744
1600,0.9620039
1605,0.57917184
1610,0.70623183
1615,0.8682029
1620,0.7400234
