step,loss
0,2.301117
5,2.1805906
10,1.8527285
15,1.3149204
20,1.21168
25,1.1780248
30,1.2539028
35,0.9335942
40,0.8214222
45,0.9264639
50,0.784213
55,0.75144607
60,0.6448789
65,0.98444283
70,0.81724906
75,0.789695
80,0.72445416
85,0.8818027
90,0.7298972
95,0.87684083
100,0.6666722
105,0.7853261
110,0.9333225
115,0.7813762
120,0.8801551
125,0.9181762
130,0.8467225
135,0.79883313
140,0.810714
145,0.83225644
150,0.81047124
155,0.5468708
160,0.7716209
165,0.7937343
170,0.5907742
175,0.56181467
180,0.4680813
185,0.63632625
190,0.532132
195,0.48981965
200,0.7057458
205,0.6894309
210,0.5123884
215,0.6333443
220,0.49675265
225,0.37372354
230,0.5113181
235,0.5725343
240,0.6432173
245,0.7996687
250,0.6627245
255,0.63545656
260,0.48793918
265,0.48752075
270,0.6927027
275,0.489762
280,0.3915652
285,0.7017836
290,0.6942675
295,0.5227682
300,0.42052346
305,0.53676826
310,0.50637853
315,0.58513963
320,0.65208215
325,0.59422284
330,0.5947826
335,0.42863172
340,0.42034197
345,0.40107623
350,0.55005884
355,0.53915656
360,0.68294066
365,0.7438661
370,0.6044515
375,0.53782296
380,0.663753
385,0.7743474
390,0.6848835
395,0.4513206
400,0.51146644
405,0.61119807
410,0.51098394
415,0.6120043
420,0.4298315
425,0.60536987
430,0.36592376
435,0.7392407
440,0.61073923
445,0.7409316
450,0.66690606
455,0.4754445
460,0.59212726
465,0.69377685
470,0.45558774
475,0.5728033
480,0.34348366
485,0.57969344
490,0.47272226
495,0.6719331
500,0.5015708
505,0.4139337
510,0.43441796
515,0.6832933
520,0.5600225
525,0.71889657
530,0.6641954
535,0.7697267
540,0.49021685
545,0.63268745
550,0.7526662
555,0.5561142
560,0.66510296
565,0.48210227
570,0.499559
575,0.7073735
580,0.54757696
585,0.7323243
590,0.555371
595,0.5358466
600,0.58267033
605,0.5620698
610,0.5107646
615,0.5473769
620,0.65829885
625,0.5480216
630,0.45904827
635,0.427335
640,0.46023116
645,0.58326054
650,0.50670815
655,0.68231237
660,0.6057799
665,0.63038266
670,0.59734404
675,0.68717957
680,0.66229725
685,0.6274639
690,0.76900786
695,0.60837364
700,0.51540184
705,0.5529032
710,0.5268425
715,0.48544154
720,0.51893276
725,0.61613476
730,0.65349174
735,0.48246944
740,0.52437973
745,0.77809745
750,0.45843932
755,0.45454952
760,0.60179764
765,0.6600811
770,0.45542878
775,0.7287196
780,0.4861445
785,0.5405925
790,0.47018403
795,0.57636833
800,0.7008538
805,0.51661676
810,0.4392431
815,0.6115246
820,0.5657079
825,0.56068355
830,0.49867323
835,0.6017814
840,0.6984459
845,0.54626566
850,0.5047705
855,0.41169795
860,0.5687238
865,0.54107636
870,0.43532178
875,0.5362078
880,0.6953814
885,0.4986795
890,0.6246795
895,0.835225
900,0.61023307
905,0.4795953
910,0.6767218
915,0.49443242
920,0.6114322
925,0.5786817
930,0.59313655
935,0.5921254
940,0.39190525
945,0.6610981
950,0.38209528
955,0.68280596
960,0.42330703
965,0.7416891
970,0.49747932
975,0.6494117
980,0.5301607
985,0.6610391
990,0.42752567
995,0.45811784
1000,0.4942119
1005,0.50827706
1010,0.53240347
1015,0.58337045
1020,0.590124
1025,0.6562716
1030,0.6101482
1035,0.64980906
1040,0.54668427
1045,0.6198144
1050,0.5697607
1055,0.47725075
1060,0.5636358
1065,0.49816674
1070,0.41952524
1075,0.5698956
1080,0.52458465
1085,0.849612
1090,0.51570666
1095,0.52799904
1100,0.53701574
1105,0.74148405
1110,0.628127
1115,0.7153475
1120,0.36780903
1125,0.48193514
1130,0.5206737
1135,0.44994622
1140,0.37214613
1145,0.2555846
1150,0.26585776
1155,0.3378039
1160,0.075965434
1165,0.18336317
1170,0.11278711
1175,0.20148224
1180,0.17956695
1185,0.18030128
1190,0.4314643
1195,0.16359091
1200,0.38006836
1205,0.13523374
1210,0.23476322
1215,0.23216859
1220,0.26952168
1225,0.27397913
1230,0.28554282
1235,0.134072
1240,0.3378007
1245,0.16334541
1250,0.32532954
1255,0.23779313
1260,0.34371328
1265,0.4195071
1270,0.2692516
1275,0.21407458
1280,0.1785118
1285,0.14563781
1290,0.29828748
1295,0.18701106
1300,0.19887832
1305,0.07374554
1310,0.24483998
1315,0.12779403
1320,0.041940384
1325,0.18333709
1330,0.22017598
1335,0.15433624
1340,0.21524028
1345,0.034590565
1350,0.39454886
1355,0.059137225
1360,0.0955688
1365,0.068580404
1370,0.04129917
1375,0.17835921
1380,0.18522057
1385,0.06786013
1390,0.05035675
1395,0.16721912
1400,0.05407502
1405,0.043470737
1410,0.1164749
1415,0.07556567
1420,0.2630742
1425,0.07514444
1430,0.10488511
1435,0.08533772
1440,0.18674673
1445,0.45753875
1450,0.14551893
1455,0.24569312
1460,0.21930611
1465,0.096323125
1470,0.2355051
1475,0.32783478
1480,0.077410884
1485,0.19534972
1490,0.14868057
1495,0.15387344
1500,0.13696177
1505,0.13059244
1510,0.2862466
1515,0.06909315
1520,0.14761324
1525,0.20163104
1530,0.09469325
1535,0.077881575
1540,0.30359045
1545,0.18057263
1550,0.14536464
1555,0.20070098
1560,0.1111383
1565,0.17492588
1570,0.16094255
1575,0.07966698
1580,0.12659243
1585,0.09743409
1590,0.23566706
1595,0.14882326
1600,0.12329638
1605,0.054661576
1610,0.24175742
1615,0.14192621
1620,0.055763885
1625,0.12964958
1630,0.37561035
1635,0.025355417
1640,0.39616647
1645,0.06151155
1650,0.070422366
1655,0.060969315
1660,0.056764103
1665,0.15962633
1670,0.24359745
1675,0.04528485
1680,0.27558866
1685,0.085337214
1690,0.041550834
1695,0.065032005
1700,0.051069904
1705,0.14427961
1710,0.11376976
1715,0.15705988
1720,0.123816825
1725,0.20174822
1730,0.11641918
1735,0.019774145
1740,0.044862673
1745,0.09764005
1750,0.12954666
1755,0.10512178
1760,0.14607987
1765,0.18915646
1770,0.16478078
1775,0.0114263445
1780,0.07754688
1785,0.01041567
1790,0.19778691
1795,0.01283373
1800,0.06377545
1805,0.07467044
1810,0.13021423
1815,0.08775748
1820,0.045686036
1825,0.060076762
1830,0.012593899
1835,0.038086798
1840,0.030109826
1845,0.08300728
1850,0.0062937904
1855,0.08524172
1860,0.02871652
1865,0.047813322
1870,0.10587803
1875,0.054507338
1880,0.011902781
1885,0.24564329
1890,0.07298258
1895,0.007972031
1900,0.10649813
1905,0.19701728
1910,0.1179595
1915,0.008100636
1920,0.013262807
1925,0.030623326
1930,0.05743672
1935,0.08713095
1940,0.08367463
1945,0.04263561
1950,0.045264706
1955,0.18155117
1960,0.03344782
1965,0.15387152
1970,0.026035078
1975,0.20018795
1980,0.17156847
1985,0.006089118
1990,0.050147187
1995,0.09472346
2000,0.037950814
2005,0.014293436
2010,0.116175234
2015,0.067519076
2020,0.12981398
2025,0.104282595
2030,0.042219445
2035,0.1598377
2040,0.022422787
