step,train_acc
0,0.0859375
5,0.3203125
10,0.40625
15,0.546875
20,0.46875
25,0.625
30,0.5859375
35,0.5234375
40,0.6953125
45,0.578125
50,0.640625
55,0.640625
60,0.6328125
65,0.703125
70,0.609375
75,0.6328125
80,0.734375
85,0.609375
90,0.671875
95,0.65625
100,0.7109375
105,0.5859375
110,0.7265625
115,0.6875
120,0.59375
125,0.65625
130,0.6953125
135,0.6484375
140,0.6640625
145,0.625
150,0.671875
155,0.625
160,0.6875
165,0.6171875
170,0.625
175,0.6171875
180,0.75
185,0.6796875
190,0.6953125
195,0.7421875
200,0.6796875
205,0.625
210,0.7109375
215,0.6875
220,0.65625
225,0.6953125
230,0.65625
235,0.65625
240,0.65625
245,0.6171875
250,0.6953125
255,0.609375
260,0.7265625
265,0.71875
270,0.6796875
275,0.6953125
280,0.6796875
285,0.765625
290,0.75
295,0.7578125
300,0.703125
305,0.7890625
310,0.796875
315,0.75
320,0.703125
325,0.75
330,0.8203125
335,0.71875
340,0.7734375
345,0.7109375
350,0.765625
355,0.7734375
360,0.7421875
365,0.7734375
370,0.7578125
375,0.7109375
380,0.734375
385,0.7734375
390,0.765625
395,0.7734375
400,0.7734375
405,0.78125
410,0.8125
415,0.8125
420,0.734375
425,0.7265625
430,0.765625
435,0.796875
440,0.78125
445,0.7734375
450,0.7734375
455,0.7890625
460,0.7890625
465,0.7578125
470,0.734375
475,0.78125
480,0.78125
485,0.7890625
490,0.7890625
495,0.6875
500,0.796875
505,0.71875
510,0.796875
515,0.7265625
520,0.8125
525,0.7734375
530,0.75
535,0.7265625
540,0.7578125
545,0.7421875
550,0.8828125
555,0.78125
560,0.765625
565,0.765625
570,0.6796875
575,0.7109375
580,0.7578125
585,0.703125
590,0.765625
595,0.8125
600,0.8046875
605,0.78125
610,0.828125
615,0.734375
620,0.75
625,0.7734375
630,0.75
635,0.78125
640,0.734375
645,0.84375
650,0.734375
655,0.8125
660,0.796875
665,0.75
670,0.7734375
675,0.6953125
680,0.7578125
685,0.7734375
690,0.7421875
695,0.7578125
700,0.78125
705,0.8125
710,0.765625
715,0.7734375
720,0.7421875
725,0.828125
730,0.7734375
735,0.7734375
740,0.7265625
745,0.7734375
750,0.7734375
755,0.765625
760,0.78125
765,0.8203125
770,0.8203125
775,0.7109375
780,0.78125
785,0.8125
790,0.75
795,0.734375
800,0.796875
805,0.7734375
810,0.734375
815,0.7890625
820,0.84375
825,0.8046875
