step,train_acc
0,0.09375
5,0.3359375
10,0.421875
15,0.5078125
20,0.4453125
25,0.5078125
30,0.453125
35,0.453125
40,0.59375
45,0.6015625
50,0.640625
55,0.59375
60,0.6640625
65,0.5625
70,0.59375
75,0.59375
80,0.7265625
85,0.5703125
90,0.6484375
95,0.59375
100,0.6875
105,0.5703125
110,0.6640625
115,0.6640625
120,0.671875
125,0.5625
130,0.6171875
135,0.640625
140,0.6875
145,0.6484375
150,0.671875
155,0.640625
160,0.59375
165,0.6640625
170,0.703125
175,0.6875
180,0.671875
185,0.6171875
190,0.6171875
195,0.6875
200,0.6328125
205,0.671875
210,0.6171875
215,0.5546875
220,0.6953125
225,0.625
230,0.6875
235,0.671875
240,0.6796875
245,0.6796875
250,0.65625
255,0.6328125
260,0.625
265,0.6875
270,0.6640625
275,0.7265625
280,0.671875
285,0.671875
290,0.6953125
295,0.6328125
300,0.7421875
305,0.65625
310,0.6015625
315,0.6953125
320,0.5859375
325,0.7109375
330,0.671875
335,0.7109375
340,0.59375
345,0.6484375
350,0.65625
355,0.6484375
360,0.7109375
365,0.6640625
370,0.7421875
375,0.734375
380,0.7578125
385,0.8046875
390,0.7734375
395,0.7890625
400,0.7265625
405,0.8046875
410,0.75
415,0.8046875
420,0.734375
425,0.8359375
430,0.7734375
435,0.8125
440,0.765625
445,0.7890625
450,0.7734375
455,0.71875
460,0.75
465,0.78125
470,0.78125
475,0.84375
480,0.7890625
485,0.7421875
490,0.703125
495,0.7421875
500,0.734375
505,0.796875
510,0.7734375
515,0.7734375
520,0.7734375
525,0.7265625
530,0.8359375
535,0.8828125
540,0.7578125
545,0.8828125
550,0.765625
555,0.828125
560,0.8125
565,0.734375
570,0.765625
575,0.765625
580,0.7734375
585,0.78125
590,0.75
595,0.78125
600,0.75
605,0.703125
610,0.7109375
615,0.8046875
620,0.796875
625,0.765625
630,0.7890625
635,0.765625
640,0.7578125
645,0.8046875
650,0.7734375
655,0.8125
660,0.765625
665,0.796875
670,0.7734375
675,0.75
680,0.75
685,0.7890625
690,0.7734375
695,0.78125
700,0.8203125
705,0.796875
710,0.71875
715,0.8359375
720,0.71875
725,0.7734375
730,0.78125
735,0.75
740,0.8046875
745,0.7265625
750,0.84375
755,0.8125
760,0.828125
765,0.7734375
770,0.8046875
775,0.7578125
780,0.9140625
785,0.8203125
790,0.7890625
795,0.765625
800,0.8125
805,0.8203125
810,0.7890625
815,0.7421875
820,0.71875
825,0.7890625
830,0.7109375
835,0.765625
840,0.8046875
845,0.7734375
850,0.7421875
855,0.8046875
860,0.8203125
865,0.71875
870,0.8046875
875,0.796875
880,0.7734375
885,0.8515625
890,0.78125
895,0.7421875
900,0.78125
905,0.859375
910,0.796875
915,0.7421875
920,0.8125
925,0.7890625
930,0.734375
935,0.84375
940,0.8671875
945,0.796875
950,0.8203125
955,0.8359375
960,0.8046875
965,0.7734375
970,0.7109375
975,0.75
980,0.78125
985,0.7890625
990,0.7890625
995,0.8203125
1000,0.828125
1005,0.7890625
1010,0.7890625
1015,0.8515625
1020,0.8359375
1025,0.8203125
1030,0.7890625
1035,0.7890625
1040,0.8515625
1045,0.7265625
1050,0.8203125
1055,0.75
1060,0.75
1065,0.828125
1070,0.765625
1075,0.7734375
