step,loss
0,2.2950797
5,2.1613784
10,2.0851629
15,1.9412197
20,1.7687296
25,1.4394503
30,1.4938905
35,1.4410894
40,1.2948835
45,1.3497765
50,1.3615034
55,1.4179587
60,1.546859
65,1.4254105
70,1.370006
75,1.2168388
80,1.1962414
85,1.233454
90,1.488401
95,1.2471385
100,1.370786
105,1.4175329
110,1.4875698
115,1.5268469
120,1.3253744
125,1.4022576
130,1.3422296
135,1.3067368
140,1.0904884
145,1.0950682
150,1.2365783
155,1.3988619
160,1.3870547
165,1.1745356
170,1.2647437
175,1.2014977
180,1.2104869
185,1.2094352
190,1.2667645
195,1.0882921
200,1.1998613
205,1.2242421
210,1.1765108
215,1.3137488
220,1.189577
225,1.3188508
230,1.1912695
235,1.2152497
240,1.3569896
245,1.231941
250,1.2961116
255,1.2645684
260,1.2179589
265,1.1128716
270,1.2827483
275,1.2965529
280,1.2546306
285,1.0994679
290,1.2395935
295,0.9534161
300,1.0756917
305,1.1143551
310,1.1773553
315,1.080462
320,1.1904207
325,1.0678251
330,1.1030765
335,1.0609565
340,1.032179
345,1.0729768
350,0.95864105
355,0.9898447
360,1.06233
365,1.0343837
370,1.0973219
375,1.0687299
380,1.0560789
385,1.0062279
390,0.90085626
395,1.0572714
400,0.7584472
405,1.3079467
410,0.9212465
415,1.0965621
420,1.0735614
425,1.1940839
430,1.0633879
435,0.8769455
440,0.9603318
445,1.0738416
450,1.1350152
455,1.0557252
460,0.9280242
465,0.8990915
470,1.071069
475,0.97466636
480,0.92737323
485,0.9919398
490,1.0810395
495,1.1096859
500,0.94626284
505,1.052988
510,1.0557569
515,0.8885231
520,0.8393514
525,1.1763486
530,0.94186306
535,1.0276641
540,1.0194393
545,1.0558108
550,1.1534772
555,0.9054391
560,0.93289554
565,0.9651153
570,1.084883
575,1.1255012
580,1.0636729
585,1.16602
590,1.0398984
595,0.8999483
600,0.86057824
605,1.0070752
610,1.0671557
615,0.93714005
620,0.8814135
625,1.0081826
630,1.040411
635,1.091263
640,0.8529757
645,1.0199058
650,0.9987928
655,0.92194045
660,1.17604
665,0.8601152
670,1.0297676
675,1.0472577
680,0.88258517
685,0.9994292
690,0.84566534
695,0.90308285
700,1.0372887
705,1.0009092
710,1.0409625
715,0.93595904
720,0.91209006
725,1.0501176
730,0.9061283
735,0.9959926
740,0.8860505
745,0.70143825
750,0.87868214
755,0.9842862
760,0.96912694
765,1.0068861
770,1.0577774
775,0.94176733
780,1.085332
785,0.804418
790,0.9449451
795,1.1238012
800,0.84341204
805,1.0317597
810,0.9700747
815,0.9525955
820,1.1340888
825,0.989746
830,0.8175752
835,0.8613097
840,0.8242879
845,1.1420383
850,0.8512008
855,1.1481354
860,0.85032094
865,0.80398256
870,1.0055052
875,1.0028791
880,0.99089026
885,1.1674435
890,0.9950346
895,0.91721505
900,1.0726848
905,0.92415166
910,0.97809935
915,1.0544066
920,0.8977909
925,1.146965
930,1.0252955
935,0.9262078
940,0.9836866
945,0.9007696
950,0.9730533
955,0.99603397
960,0.9350939
965,1.0684394
970,0.7239789
975,0.8618167
980,0.7675322
985,0.998935
990,0.91278994
995,0.9443491
1000,0.9707359
1005,0.94696844
1010,0.94139445
1015,0.9283475
1020,0.8998486
1025,1.0673083
1030,1.1380466
1035,0.95399
1040,1.0242791
1045,1.0201826
1050,0.94348603
1055,0.98885834
1060,0.97247374
1065,0.8117782
1070,0.87170285
1075,0.7891214
1080,0.9841543
1085,0.8541435
1090,0.62923443
1095,0.86188823
1100,1.0769804
1105,0.9690868
1110,1.1048987
1115,0.91817975
1120,0.7999049
1125,0.8196637
1130,0.9897933
1135,0.87698096
1140,0.83722246
1145,1.1210077
1150,0.90589213
1155,1.1027946
1160,0.8498498
1165,0.9122768
1170,0.9437711
1175,0.9060929
1180,0.9504266
1185,0.861321
1190,0.8269375
1195,0.94386345
1200,0.8798609
1205,0.9453798
1210,0.86459035
1215,1.0289263
1220,1.0587672
1225,1.0681639
1230,1.0849133
1235,0.9731609
1240,0.9859326
1245,0.9286506
1250,1.0201695
1255,0.9633992
1260,0.97615135
1265,1.1213639
1270,1.0099137
1275,1.0158575
1280,0.8236557
1285,0.75263804
1290,1.1020671
1295,0.92199564
1300,0.97555053
1305,1.0163332
1310,0.99687576
1315,0.96493167
1320,1.0421052
1325,0.96710443
1330,0.9299315
1335,0.96447784
1340,0.78685206
1345,1.0044105
1350,0.9765481
1355,0.90113425
1360,0.86702085
1365,1.0874454
1370,1.0835001
1375,0.9619154
1380,0.8678064
1385,1.058566
1390,0.81747615
1395,1.0383853
1400,0.85623527
1405,0.8152645
1410,0.9033183
1415,0.9887538
1420,0.921419
1425,0.9531487
1430,0.9318807
1435,0.8629601
1440,0.9640325
1445,0.9099655
1450,0.9832696
1455,0.93213344
1460,0.9884187
1465,0.90661234
1470,0.86614156
1475,0.89360493
1480,0.8542752
1485,0.8218452
1490,1.0695307
1495,1.0578959
1500,1.0014014
1505,0.9048666
1510,0.8994626
1515,0.8513429
1520,0.84405786
1525,0.9565231
1530,1.0187562
1535,0.93176305
1540,0.9777354
1545,0.9029008
1550,1.0712562
1555,0.91405594
1560,0.77480286
1565,1.0634807
1570,0.9794849
1575,0.8164834
1580,1.010633
1585,0.899739
1590,0.9175559
1595,0.99775255
1600,0.83201504
1605,0.9010309
1610,0.95355296
1615,0.9766034
1620,1.1035136
1625,0.9523616
1630,0.7912017
1635,1.0389719
1640,0.84833187
1645,0.9108527
1650,0.92881334
1655,0.84617186
1660,0.88826126
1665,0.8576281
1670,0.938228
1675,1.0957522
1680,0.96356004
1685,1.0051998
1690,0.9903811
1695,1.0303899
1700,1.0047672
1705,1.0437553
1710,1.0199475
1715,0.88292235
1720,1.1389806
1725,1.0378764
1730,1.000632
1735,0.9113556
1740,1.0863261
1745,0.85356975
1750,1.0255184
1755,0.8308603
1760,0.8286216
1765,0.9495405
1770,0.92753726
1775,0.9115624
1780,0.8910817
1785,1.0268207
1790,0.93839127
1795,0.8343639
1800,0.9923911
1805,1.0339049
1810,0.83665186
1815,1.0110693
1820,0.90646106
1825,0.7636219
1830,1.0745033
1835,0.7021263
1840,0.8991101
1845,0.92607385
1850,1.023225
1855,0.993994
1860,1.1069403
1865,0.94670403
1870,0.88159853
1875,1.1208094
1880,0.98816156
1885,0.9940067
1890,0.909602
1895,0.9348319
1900,0.7744871
1905,1.0449803
1910,1.0915605
1915,0.84231997
1920,0.8517987
1925,0.77847445
1930,1.0048681
1935,0.7669389
1940,0.9452214
1945,1.2594165
1950,0.9646881
1955,0.83615226
1960,0.74734473
1965,0.9568416
1970,0.92860055
1975,1.0384648
1980,0.7734915
1985,1.0139749
1990,0.8155823
1995,0.9646187
2000,0.98697555
2005,0.9084046
2010,0.87926024
2015,0.9878173
2020,0.96040004
2025,0.93058205
2030,1.0749059
2035,0.812215
2040,0.9205048
2045,0.90068394
2050,0.85444516
2055,0.9445325
2060,0.8771413
2065,0.9910488
2070,0.7314432
2075,0.8728133
2080,0.8277564
2085,0.9893975
2090,0.98014057
2095,0.83505464
2100,0.88607633
2105,0.9280333
2110,1.1951408
2115,0.94530183
2120,0.9585179
2125,0.8379401
2130,0.9524523
2135,0.9068977
2140,0.76985776
2145,1.016788
2150,0.9775288
2155,0.9859511
2160,0.84788775
2165,0.9048554
2170,0.90969855
2175,0.9026814
2180,0.8010165
2185,1.043139
2190,0.9743549
2195,0.76389784
2200,0.9539553
2205,0.9074009
2210,1.0177501
2215,1.0021074
2220,0.83786666
2225,1.1292622
2230,0.89572716
2235,1.0114723
2240,0.8341732
2245,0.9932703
2250,0.65765536
2255,0.98318404
2260,0.9034866
2265,0.81429803
2270,0.7607837
2275,1.0053663
2280,1.0377694
2285,0.92309195
2290,0.98230934
2295,0.96710145
2300,0.91106534
2305,0.7665157
2310,0.8692834
2315,0.9819433
2320,0.9774881
2325,0.97269714
2330,0.96262854
2335,0.80083954
2340,0.93982106
2345,0.8212762
2350,1.0057341
2355,1.0985966
2360,1.122199
2365,1.0517583
2370,0.9415302
